,Date,Year,Month,Recession,Consumer_Confidence,Seasonality_Weight,Price,Advertising_Expenditure,Competition,GDP,Growth_Rate,unemployment_rate,Automobile_Sales,Vehicle_Type,City
468,1990-01-31,1990,Jan,0,100.46,0.46,15715,3035.0,9,58.26,0.48,1.9,1942.0,SuperMiniCar,New York
469,1990-01-31,1990,Jan,0,100.46,0.43,24124,3035.0,9,58.26,0.48,1.9,1910.0,SmallFamilyCar,New York
470,1990-02-28,1990,Feb,0,93.69,0.41,18911,1477.0,3,44.4,0.5,4.9,386.0,SuperMiniCar,Georgia
471,1990-02-28,1990,Feb,0,93.69,0.35,72695,1477.0,3,44.4,0.5,4.9,392.0,Sports,Georgia
472,1990-02-28,1990,Feb,0,93.69,0.39,32192,1477.0,3,44.4,0.5,4.9,372.0,MediumFamilyCar,Georgia
473,1990-02-28,1990,Feb,0,93.69,0.49,25053,1477.0,3,44.4,0.5,4.9,384.0,SmallFamilyCar,Georgia
474,1990-03-31,1990,Mar,0,109.07,0.88,16713,2254.0,9,21.13,-1.1,3.0,3399.0,SuperMiniCar,California
475,1990-03-31,1990,Mar,0,109.07,0.82,22032,2254.0,9,21.13,-1.1,3.0,3397.0,SmallFamilyCar,California
476,1990-03-31,1990,Mar,0,109.07,0.83,31248,2254.0,9,21.13,-1.1,3.0,3339.0,MediumFamilyCar,California
477,1990-03-31,1990,Mar,0,109.07,0.88,79687,2254.0,9,21.13,-1.1,3.0,3412.0,Sports,California
478,1990-04-30,1990,Apr,0,100.36,1.0,57192,1922.0,5,51.32,0.59,2.8,679.0,ExecutiveCar,New York
479,1990-04-30,1990,Apr,0,100.36,1.0,34033,1922.0,5,51.32,0.59,2.8,706.0,MediumFamilyCar,New York
480,1990-04-30,1990,Apr,0,100.36,1.0,24572,1922.0,5,51.32,0.59,2.8,737.0,SmallFamilyCar,New York
481,1990-04-30,1990,Apr,0,100.36,1.0,75258,1922.0,5,51.32,0.59,2.8,713.0,Sports,New York
482,1990-04-30,1990,Apr,0,100.36,1.0,18389,1922.0,5,51.32,0.59,2.8,681.0,SuperMiniCar,New York
483,1990-05-31,1990,May,0,118.65,0.88,31997,1419.0,3,46.69,-0.1,5.0,668.0,MediumFamilyCar,California
484,1990-05-31,1990,May,0,118.65,0.9,24413,1419.0,3,46.69,-0.1,5.0,693.0,SmallFamilyCar,California
485,1990-05-31,1990,May,0,118.65,0.9,55588,1419.0,3,46.69,-0.1,5.0,646.0,ExecutiveCar,California
486,1990-05-31,1990,May,0,118.65,0.85,16107,1419.0,3,46.69,-0.1,5.0,696.0,SuperMiniCar,California
487,1990-06-30,1990,Jun,0,108.2,0.92,75618,3204.0,5,61.37,0.24,2.6,3359.0,Sports,New York
488,1990-06-30,1990,Jun,0,108.2,0.8,57651,3204.0,5,61.37,0.24,2.6,3396.0,ExecutiveCar,New York
489,1990-06-30,1990,Jun,0,108.2,0.79,33687,3204.0,5,61.37,0.24,2.6,3392.0,MediumFamilyCar,New York
490,1990-06-30,1990,Jun,0,108.2,0.76,20244,3204.0,5,61.37,0.24,2.6,3334.0,SmallFamilyCar,New York
491,1990-06-30,1990,Jun,0,108.2,0.89,19206,3204.0,5,61.37,0.24,2.6,3395.0,SuperMiniCar,New York
492,1990-07-31,1990,Jul,0,111.04,0.5,15250,3597.0,7,17.88,-2.43,5.5,632.0,SuperMiniCar,New York
493,1990-07-31,1990,Jul,0,111.04,0.5,34018,3597.0,7,17.88,-2.43,5.5,654.0,MediumFamilyCar,New York
494,1990-07-31,1990,Jul,0,111.04,0.5,53636,3597.0,7,17.88,-2.43,5.5,622.0,ExecutiveCar,New York
495,1990-08-31,1990,Aug,0,101.33,0.25,76736,4512.0,3,17.3,-0.03,5.3,519.0,Sports,Georgia
496,1990-08-31,1990,Aug,0,101.33,0.25,17430,4512.0,3,17.3,-0.03,5.3,539.0,SuperMiniCar,Georgia
497,1990-08-31,1990,Aug,0,101.33,0.25,24843,4512.0,3,17.3,-0.03,5.3,588.0,SmallFamilyCar,Georgia
498,1990-08-31,1990,Aug,0,101.33,0.25,51167,4512.0,3,17.3,-0.03,5.3,549.0,ExecutiveCar,Georgia
499,1990-09-30,1990,Sep,0,101.57,0.97,51062,2120.0,6,28.33,0.39,5.4,3479.0,ExecutiveCar,California
500,1990-09-30,1990,Sep,0,101.57,0.87,70391,2120.0,6,28.33,0.39,5.4,3489.0,Sports,California
501,1990-09-30,1990,Sep,0,101.57,0.83,24792,2120.0,6,28.33,0.39,5.4,3449.0,SmallFamilyCar,California
502,1990-09-30,1990,Sep,0,101.57,0.84,31970,2120.0,6,28.33,0.39,5.4,3480.0,MediumFamilyCar,California
503,1990-10-31,1990,Oct,0,117.31,0.63,52156,4068.0,8,27.32,-0.04,2.9,604.0,ExecutiveCar,California
504,1990-10-31,1990,Oct,0,117.31,0.69,75892,4068.0,8,27.32,-0.04,2.9,610.0,Sports,California
505,1990-10-31,1990,Oct,0,117.31,0.68,20271,4068.0,8,27.32,-0.04,2.9,597.0,SmallFamilyCar,California
506,1990-10-31,1990,Oct,0,117.31,0.64,17054,4068.0,8,27.32,-0.04,2.9,653.0,SuperMiniCar,California
507,1990-11-30,1990,Nov,0,96.22,0.82,38389,4044.0,8,26.6,-0.03,3.7,645.0,MediumFamilyCar,Illinois
508,1990-11-30,1990,Nov,0,96.22,0.81,15458,4044.0,8,26.6,-0.03,3.7,659.0,SuperMiniCar,Illinois
509,1990-11-30,1990,Nov,0,96.22,0.8,23511,4044.0,8,26.6,-0.03,3.7,725.0,SmallFamilyCar,Illinois
510,1990-11-30,1990,Nov,0,96.22,0.83,57860,4044.0,8,26.6,-0.03,3.7,726.0,ExecutiveCar,Illinois
511,1990-12-31,1990,Dec,0,105.47,1.15,55161,4482.0,5,58.91,0.55,5.5,3483.0,ExecutiveCar,California
512,1990-12-31,1990,Dec,0,105.47,1.06,73561,4482.0,5,58.91,0.55,5.5,3487.0,Sports,California
513,1990-12-31,1990,Dec,0,105.47,1.0,15207,4482.0,5,58.91,0.55,5.5,10532.0,SuperMiniCar,California
514,1990-12-31,1990,Dec,0,105.47,1.5,35765,4482.0,5,58.91,0.55,5.5,10519.0,MediumFamilyCar,California
515,1991-01-31,1991,Jan,1,97.34,0.36,15899,1774.5,9,26.73,-1.2,4.5,320.0,SuperMiniCar,Illinois
516,1991-01-31,1991,Jan,1,97.34,0.35,76184,955.5,9,26.73,-1.2,4.5,108.0,Sports,Illinois
517,1991-01-31,1991,Jan,1,97.34,0.47,21771,1774.5,9,26.73,-1.2,4.5,302.0,SmallFamilyCar,Illinois
518,1991-01-31,1991,Jan,1,97.34,0.48,55305,955.5,9,26.73,-1.2,4.5,114.0,ExecutiveCar,Illinois
519,1991-02-28,1991,Feb,1,97.31,0.4,21262,3035.9,6,27.83,0.04,3.8,360.0,SmallFamilyCar,California
520,1991-02-28,1991,Feb,1,97.31,0.49,31202,3035.9,6,27.83,0.04,3.8,358.0,MediumFamilyCar,California
521,1991-02-28,1991,Feb,1,97.31,0.44,73099,1634.5,6,27.83,0.04,3.8,126.0,Sports,California
522,1991-03-31,1991,Mar,1,88.31,0.89,18461,2072.0,3,51.71,0.46,5.7,916.75,SuperMiniCar,New York
523,1991-03-31,1991,Mar,1,88.31,0.86,22424,2072.0,3,51.71,0.46,5.7,916.75,SmallFamilyCar,New York
524,1991-03-31,1991,Mar,1,88.31,0.83,38135,2072.0,3,51.71,0.46,5.7,916.75,MediumFamilyCar,New York
525,1991-03-31,1991,Mar,1,88.31,0.77,76278,1115.8,3,51.71,0.46,5.7,916.75,Sports,New York
526,1991-04-30,1991,Apr,1,92.57,1.0,35567,2951.2,6,36.54,-0.42,2.9,560.0,MediumFamilyCar,New York
527,1991-04-30,1991,Apr,1,92.57,1.0,18385,2951.2,6,36.54,-0.42,2.9,553.0,SuperMiniCar,New York
528,1991-04-30,1991,Apr,1,92.57,1.0,56541,1589.0,6,36.54,-0.42,2.9,208.0,ExecutiveCar,New York
529,1991-04-30,1991,Apr,1,92.57,1.0,24361,2951.2,6,36.54,-0.42,2.9,545.0,SmallFamilyCar,New York
530,1991-05-31,1991,May,1,90.72,0.87,27069,3316.6,6,52.56,0.3,3.2,744.0,SmallFamilyCar,New York
531,1991-05-31,1991,May,1,90.72,0.81,54729,1786.4,6,52.56,0.3,3.2,286.0,ExecutiveCar,New York
532,1991-05-31,1991,May,1,90.72,0.87,37667,3316.6,6,52.56,0.3,3.2,745.0,MediumFamilyCar,New York
533,1991-05-31,1991,May,1,90.72,0.88,78392,1786.4,6,52.56,0.3,3.2,274.0,Sports,New York
534,1991-06-30,1991,Jun,1,105.94,0.93,15021,2599.8,9,17.7,-1.97,4.2,916.75,SuperMiniCar,Georgia
535,1991-06-30,1991,Jun,1,105.94,0.88,73104,1400.0,9,17.7,-1.97,4.2,916.75,Sports,Georgia
536,1991-06-30,1991,Jun,1,105.94,0.89,59348,1400.0,9,17.7,-1.97,4.2,916.75,ExecutiveCar,Georgia
537,1991-06-30,1991,Jun,1,105.94,0.98,35742,2599.8,9,17.7,-1.97,4.2,916.75,MediumFamilyCar,Georgia
538,1991-07-31,1991,Jul,1,110.4,0.5,57330,2250.5,3,38.39,0.54,2.6,254.0,ExecutiveCar,Illinois
539,1991-07-31,1991,Jul,1,110.4,0.5,77215,2250.5,3,38.39,0.54,2.6,258.0,Sports,Illinois
540,1991-07-31,1991,Jul,1,110.4,0.5,20920,4179.7,3,38.39,0.54,2.6,714.0,SmallFamilyCar,Illinois
541,1991-07-31,1991,Jul,1,110.4,0.5,35788,4179.7,3,38.39,0.54,2.6,689.0,MediumFamilyCar,Illinois
542,1991-07-31,1991,Jul,1,110.4,0.5,15409,4179.7,3,38.39,0.54,2.6,692.0,SuperMiniCar,Illinois
543,1991-08-31,1991,Aug,1,99.05,0.25,55334,742.6999999999999,7,16.15,-1.38,4.5,283.0,ExecutiveCar,New York
544,1991-08-31,1991,Aug,1,99.05,0.25,72454,742.6999999999999,7,16.15,-1.38,4.5,282.0,Sports,New York
545,1991-08-31,1991,Aug,1,99.05,0.25,23430,1379.6999999999998,7,16.15,-1.38,4.5,789.0,SmallFamilyCar,New York
546,1991-09-30,1991,Sep,1,102.3,0.89,24435,2418.5,9,17.57,0.08,2.6,916.75,SmallFamilyCar,California
547,1991-09-30,1991,Sep,1,102.3,0.87,78996,1302.6999999999998,9,17.57,0.08,2.6,916.75,Sports,California
548,1991-09-30,1991,Sep,1,102.3,0.82,58924,1302.6999999999998,9,17.57,0.08,2.6,916.75,ExecutiveCar,California
549,1991-10-31,1991,Oct,1,98.48,0.66,35408,2606.8,6,58.92,0.7,3.7,560.0,MediumFamilyCar,Illinois
550,1991-10-31,1991,Oct,1,98.48,0.64,15894,2606.8,6,58.92,0.7,3.7,547.0,SuperMiniCar,Illinois
551,1991-10-31,1991,Oct,1,98.48,0.62,24484,2606.8,6,58.92,0.7,3.7,572.0,SmallFamilyCar,Illinois
552,1991-11-30,1991,Nov,1,91.89,0.86,38669,3560.2,6,21.32,-1.76,3.8,606.0,MediumFamilyCar,California
553,1991-11-30,1991,Nov,1,91.89,0.85,22624,3560.2,6,21.32,-1.76,3.8,577.0,SmallFamilyCar,California
554,1991-11-30,1991,Nov,1,91.89,0.81,15514,3560.2,6,21.32,-1.76,3.8,577.0,SuperMiniCar,California
555,1991-11-30,1991,Nov,1,91.89,0.81,72731,1916.6,6,21.32,-1.76,3.8,214.0,Sports,California
556,1991-12-31,1991,Dec,1,108.62,1.4,23760,1948.1,7,40.59,0.47,5.4,1162.0,SmallFamilyCar,New York
557,1991-12-31,1991,Dec,1,108.62,1.42,54330,1049.3,7,40.59,0.47,5.4,685.0,ExecutiveCar,New York
558,1991-12-31,1991,Dec,1,108.62,1.45,39446,1948.1,7,40.59,0.47,5.4,1132.0,MediumFamilyCar,New York
559,1991-12-31,1991,Dec,1,108.62,1.4,78154,1049.3,7,40.59,0.47,5.4,693.0,Sports,New York
560,1991-12-31,1991,Dec,1,108.62,1.21,19904,1948.1,7,40.59,0.47,5.4,1153.0,SuperMiniCar,New York
561,1992-01-31,1992,Jan,0,106.53,0.42,22050,3853.0,6,34.64,-0.17,2.9,294.0,SmallFamilyCar,Illinois
562,1992-01-31,1992,Jan,0,106.53,0.35,19969,3853.0,6,34.64,-0.17,2.9,253.0,SuperMiniCar,Illinois
563,1992-01-31,1992,Jan,0,106.53,0.39,79762,3853.0,6,34.64,-0.17,2.9,266.0,Sports,Illinois
564,1992-01-31,1992,Jan,0,106.53,0.36,30922,3853.0,6,34.64,-0.17,2.9,292.0,MediumFamilyCar,Illinois
565,1992-02-29,1992,Feb,0,81.07,0.41,30419,2932.0,6,31.52,-0.1,4.5,360.0,MediumFamilyCar,Georgia
566,1992-02-29,1992,Feb,0,81.07,0.37,75056,2932.0,6,31.52,-0.1,4.5,344.0,Sports,Georgia
567,1992-02-29,1992,Feb,0,81.07,0.41,23500,2932.0,6,31.52,-0.1,4.5,366.0,SmallFamilyCar,Georgia
568,1992-02-29,1992,Feb,0,81.07,0.38,19109,2932.0,6,31.52,-0.1,4.5,326.0,SuperMiniCar,Georgia
569,1992-03-31,1992,Mar,0,97.17,0.97,58010,4230.0,6,58.59,0.46,5.4,1405.0,ExecutiveCar,Georgia
570,1992-03-31,1992,Mar,0,97.17,0.96,78110,4230.0,6,58.59,0.46,5.4,1410.0,Sports,Georgia
571,1992-03-31,1992,Mar,0,97.17,0.95,17134,4230.0,6,58.59,0.46,5.4,1421.0,SuperMiniCar,Georgia
572,1992-04-30,1992,Apr,0,91.18,1.0,56801,1814.0,8,38.39,-0.52,2.5,800.0,ExecutiveCar,Georgia
573,1992-04-30,1992,Apr,0,91.18,1.0,32204,1814.0,8,38.39,-0.52,2.5,836.0,MediumFamilyCar,Georgia
574,1992-04-30,1992,Apr,0,91.18,1.0,73840,1814.0,8,38.39,-0.52,2.5,849.0,Sports,Georgia
575,1992-04-30,1992,Apr,0,91.18,1.0,18595,1814.0,8,38.39,-0.52,2.5,832.0,SuperMiniCar,Georgia
576,1992-04-30,1992,Apr,0,91.18,1.0,21165,1814.0,8,38.39,-0.52,2.5,759.0,SmallFamilyCar,Georgia
577,1992-05-31,1992,May,0,96.09,0.82,54846,3275.0,9,58.81,0.35,2.1,3303.0,ExecutiveCar,Illinois
578,1992-05-31,1992,May,0,96.09,0.81,71028,3275.0,9,58.81,0.35,2.1,3227.0,Sports,Illinois
579,1992-05-31,1992,May,0,96.09,0.9,20375,3275.0,9,58.81,0.35,2.1,3239.0,SmallFamilyCar,Illinois
580,1992-05-31,1992,May,0,96.09,0.92,31120,3275.0,9,58.81,0.35,2.1,3217.0,MediumFamilyCar,Illinois
581,1992-06-30,1992,Jun,0,93.3,0.8,30950,2900.0,4,60.2,0.02,1.8,1878.0,MediumFamilyCar,California
582,1992-06-30,1992,Jun,0,93.3,0.81,56731,2900.0,4,60.2,0.02,1.8,1888.0,ExecutiveCar,California
583,1992-06-30,1992,Jun,0,93.3,0.84,17956,2900.0,4,60.2,0.02,1.8,1891.0,SuperMiniCar,California
584,1992-07-31,1992,Jul,0,99.54,0.5,27837,3263.0,9,62.24,0.03,2.9,3509.0,SmallFamilyCar,Illinois
585,1992-07-31,1992,Jul,0,99.54,0.5,77385,3263.0,9,62.24,0.03,2.9,3556.0,Sports,Illinois
586,1992-07-31,1992,Jul,0,99.54,0.5,32336,3263.0,9,62.24,0.03,2.9,3490.0,MediumFamilyCar,Illinois
587,1992-07-31,1992,Jul,0,99.54,0.5,16560,3263.0,9,62.24,0.03,2.9,3525.0,SuperMiniCar,Illinois
588,1992-07-31,1992,Jul,0,99.54,0.5,57241,3263.0,9,62.24,0.03,2.9,3561.0,ExecutiveCar,Illinois
589,1992-08-31,1992,Aug,0,96.7,0.25,16266,3995.0,7,65.67,0.05,1.8,1296.0,SuperMiniCar,Georgia
590,1992-08-31,1992,Aug,0,96.7,0.25,70502,3995.0,7,65.67,0.05,1.8,1392.0,Sports,Georgia
591,1992-08-31,1992,Aug,0,96.7,0.25,35373,3995.0,7,65.67,0.05,1.8,1348.0,MediumFamilyCar,Georgia
592,1992-08-31,1992,Aug,0,96.7,0.25,22033,3995.0,7,65.67,0.05,1.8,1387.0,SmallFamilyCar,Georgia
593,1992-09-30,1992,Sep,0,96.49,0.87,17169,4767.0,6,37.5,-0.75,1.0,4255.0,SuperMiniCar,Georgia
594,1992-09-30,1992,Sep,0,96.49,0.86,50953,4767.0,6,37.5,-0.75,1.0,4252.0,ExecutiveCar,Georgia
595,1992-09-30,1992,Sep,0,96.49,0.96,76910,4767.0,6,37.5,-0.75,1.0,4253.0,Sports,Georgia
596,1992-10-31,1992,Oct,0,111.07,0.61,52539,3062.0,9,30.99,-0.21,2.6,1599.0,ExecutiveCar,New York
597,1992-10-31,1992,Oct,0,111.07,0.68,32243,3062.0,9,30.99,-0.21,2.6,1557.0,MediumFamilyCar,New York
598,1992-10-31,1992,Oct,0,111.07,0.67,26467,3062.0,9,30.99,-0.21,2.6,1560.0,SmallFamilyCar,New York
599,1992-10-31,1992,Oct,0,111.07,0.69,79062,3062.0,9,30.99,-0.21,2.6,1597.0,Sports,New York
600,1992-11-30,1992,Nov,0,105.57,0.82,57056,4228.0,8,46.27,0.33,1.4,1032.0,ExecutiveCar,New York
601,1992-11-30,1992,Nov,0,105.57,0.9,20145,4228.0,8,46.27,0.33,1.4,1099.0,SmallFamilyCar,New York
602,1992-11-30,1992,Nov,0,105.57,0.84,18638,4228.0,8,46.27,0.33,1.4,1034.0,SuperMiniCar,New York
603,1992-12-31,1992,Dec,0,92.96,1.5,32645,4719.0,7,34.03,-0.36,1.2,10889.0,MediumFamilyCar,Georgia
604,1992-12-31,1992,Dec,0,92.96,1.42,51542,4719.0,7,34.03,-0.36,1.2,1885.0,ExecutiveCar,Georgia
605,1992-12-31,1992,Dec,0,92.96,1.24,26077,4719.0,7,34.03,-0.36,1.2,10866.0,SmallFamilyCar,Georgia
606,1993-01-31,1993,Jan,0,94.44,0.46,15749,4332.0,5,47.36,0.28,1.1,296.0,SuperMiniCar,Georgia
607,1993-01-31,1993,Jan,0,94.44,0.38,24388,4332.0,5,47.36,0.28,1.1,256.0,SmallFamilyCar,Georgia
608,1993-01-31,1993,Jan,0,94.44,0.35,55293,4332.0,5,47.36,0.28,1.1,256.0,ExecutiveCar,Georgia
609,1993-01-31,1993,Jan,0,94.44,0.45,76938,4332.0,5,47.36,0.28,1.1,254.0,Sports,Georgia
610,1993-01-31,1993,Jan,0,94.44,0.44,34612,4332.0,5,47.36,0.28,1.1,261.0,MediumFamilyCar,Georgia
611,1993-02-28,1993,Feb,0,104.92,0.41,74488,4228.0,9,53.42,0.11,1.1,1870.0,Sports,California
612,1993-02-28,1993,Feb,0,104.92,0.46,51191,4228.0,9,53.42,0.11,1.1,1871.0,ExecutiveCar,California
613,1993-02-28,1993,Feb,0,104.92,0.47,18427,4228.0,9,53.42,0.11,1.1,1884.0,SuperMiniCar,California
614,1993-02-28,1993,Feb,0,104.92,0.46,27832,4228.0,9,53.42,0.11,1.1,1866.0,SmallFamilyCar,California
615,1993-03-31,1993,Mar,0,104.9,0.8,31865,3094.0,5,52.43,-0.02,2.0,5989.0,MediumFamilyCar,California
616,1993-03-31,1993,Mar,0,104.9,0.95,56313,3094.0,5,52.43,-0.02,2.0,5973.0,ExecutiveCar,California
617,1993-03-31,1993,Mar,0,104.9,0.84,70206,3094.0,5,52.43,-0.02,2.0,6006.0,Sports,California
618,1993-03-31,1993,Mar,0,104.9,0.94,19780,3094.0,5,52.43,-0.02,2.0,5957.0,SuperMiniCar,California
619,1993-04-30,1993,Apr,0,93.96,1.0,36028,3371.0,6,34.22,-0.53,1.0,2817.0,MediumFamilyCar,Georgia
620,1993-04-30,1993,Apr,0,93.96,1.0,75134,3371.0,6,34.22,-0.53,1.0,2815.0,Sports,Georgia
621,1993-04-30,1993,Apr,0,93.96,1.0,20431,3371.0,6,34.22,-0.53,1.0,2869.0,SmallFamilyCar,Georgia
622,1993-04-30,1993,Apr,0,93.96,1.0,16927,3371.0,6,34.22,-0.53,1.0,2867.0,SuperMiniCar,Georgia
623,1993-04-30,1993,Apr,0,93.96,1.0,56938,3371.0,6,34.22,-0.53,1.0,2806.0,ExecutiveCar,Georgia
624,1993-05-31,1993,May,0,97.66,0.92,37326,3891.0,8,22.18,-0.54,1.5,1257.0,MediumFamilyCar,Illinois
625,1993-05-31,1993,May,0,97.66,0.88,52681,3891.0,8,22.18,-0.54,1.5,1258.0,ExecutiveCar,Illinois
626,1993-05-31,1993,May,0,97.66,0.81,75977,3891.0,8,22.18,-0.54,1.5,1306.0,Sports,Illinois
627,1993-05-31,1993,May,0,97.66,0.92,20704,3891.0,8,22.18,-0.54,1.5,1236.0,SmallFamilyCar,Illinois
628,1993-05-31,1993,May,0,97.66,0.93,18804,3891.0,8,22.18,-0.54,1.5,1302.0,SuperMiniCar,Illinois
629,1993-06-30,1993,Jun,0,118.47,0.75,18702,4756.0,8,37.47,0.41,2.7,3144.0,SuperMiniCar,New York
630,1993-06-30,1993,Jun,0,118.47,0.79,36371,4756.0,8,37.47,0.41,2.7,3138.0,MediumFamilyCar,New York
631,1993-06-30,1993,Jun,0,118.47,0.94,27092,4756.0,8,37.47,0.41,2.7,3087.0,SmallFamilyCar,New York
632,1993-06-30,1993,Jun,0,118.47,0.98,77721,4756.0,8,37.47,0.41,2.7,3095.0,Sports,New York
633,1993-06-30,1993,Jun,0,118.47,0.93,59409,4756.0,8,37.47,0.41,2.7,3109.0,ExecutiveCar,New York
634,1993-07-31,1993,Jul,0,94.13,0.5,51540,1129.0,9,20.77,-0.8,2.0,587.0,ExecutiveCar,California
635,1993-07-31,1993,Jul,0,94.13,0.5,17356,1129.0,9,20.77,-0.8,2.0,648.0,SuperMiniCar,California
636,1993-07-31,1993,Jul,0,94.13,0.5,77035,1129.0,9,20.77,-0.8,2.0,651.0,Sports,California
637,1993-08-31,1993,Aug,0,119.11,0.25,36359,4482.0,7,64.13,0.68,1.6,1313.0,MediumFamilyCar,New York
638,1993-08-31,1993,Aug,0,119.11,0.25,71484,4482.0,7,64.13,0.68,1.6,1241.0,Sports,New York
639,1993-08-31,1993,Aug,0,119.11,0.25,26094,4482.0,7,64.13,0.68,1.6,1327.0,SmallFamilyCar,New York
640,1993-08-31,1993,Aug,0,119.11,0.25,56172,4482.0,7,64.13,0.68,1.6,1320.0,ExecutiveCar,New York
641,1993-08-31,1993,Aug,0,119.11,0.25,19790,4482.0,7,64.13,0.68,1.6,1330.0,SuperMiniCar,New York
642,1993-09-30,1993,Sep,0,111.04,0.85,77858,1094.0,7,32.56,-0.97,2.5,6700.0,Sports,Georgia
643,1993-09-30,1993,Sep,0,111.04,0.94,55541,1094.0,7,32.56,-0.97,2.5,6659.0,ExecutiveCar,Georgia
644,1993-09-30,1993,Sep,0,111.04,0.91,22632,1094.0,7,32.56,-0.97,2.5,6705.0,SmallFamilyCar,Georgia
645,1993-10-31,1993,Oct,0,117.25,0.68,59580,3674.0,8,21.46,-0.52,1.7,1642.0,ExecutiveCar,California
646,1993-10-31,1993,Oct,0,117.25,0.66,70863,3674.0,8,21.46,-0.52,1.7,1640.0,Sports,California
647,1993-10-31,1993,Oct,0,117.25,0.64,24494,3674.0,8,21.46,-0.52,1.7,1649.0,SmallFamilyCar,California
648,1993-11-30,1993,Nov,0,93.71,0.87,37863,3802.0,7,13.98,-0.54,1.7,2088.0,MediumFamilyCar,New York
649,1993-11-30,1993,Nov,0,93.71,0.85,17335,3802.0,7,13.98,-0.54,1.7,2099.0,SuperMiniCar,New York
650,1993-11-30,1993,Nov,0,93.71,0.83,72790,3802.0,7,13.98,-0.54,1.7,2099.0,Sports,New York
651,1993-11-30,1993,Nov,0,93.71,0.89,51365,3802.0,7,13.98,-0.54,1.7,2073.0,ExecutiveCar,New York
652,1993-11-30,1993,Nov,0,93.71,0.89,26960,3802.0,7,13.98,-0.54,1.7,2114.0,SmallFamilyCar,New York
653,1993-12-31,1993,Dec,0,98.31,1.07,58691,2955.0,8,49.96,0.72,2.7,3171.0,ExecutiveCar,California
654,1993-12-31,1993,Dec,0,98.31,1.25,15306,2955.0,8,49.96,0.72,2.7,10259.0,SuperMiniCar,California
655,1993-12-31,1993,Dec,0,98.31,1.15,27511,2955.0,8,49.96,0.72,2.7,10211.0,SmallFamilyCar,California
656,1993-12-31,1993,Dec,0,98.31,1.42,33228,2955.0,8,49.96,0.72,2.7,10220.0,MediumFamilyCar,California
657,1993-12-31,1993,Dec,0,98.31,1.42,77408,2955.0,8,49.96,0.72,2.7,3226.0,Sports,California
658,1994-01-31,1994,Jan,0,95.51,0.34,20963,4363.0,9,49.44,-0.01,1.9,778.0,SmallFamilyCar,Georgia
659,1994-01-31,1994,Jan,0,95.51,0.43,78755,4363.0,9,49.44,-0.01,1.9,772.0,Sports,Georgia
660,1994-01-31,1994,Jan,0,95.51,0.38,33719,4363.0,9,49.44,-0.01,1.9,754.0,MediumFamilyCar,Georgia
661,1994-02-28,1994,Feb,0,111.27,0.44,59872,1793.0,4,32.26,-0.53,1.5,1402.0,ExecutiveCar,Georgia
662,1994-02-28,1994,Feb,0,111.27,0.37,27307,1793.0,4,32.26,-0.53,1.5,1428.0,SmallFamilyCar,Georgia
663,1994-02-28,1994,Feb,0,111.27,0.37,32371,1793.0,4,32.26,-0.53,1.5,1442.0,MediumFamilyCar,Georgia
664,1994-02-28,1994,Feb,0,111.27,0.35,18665,1793.0,4,32.26,-0.53,1.5,1430.0,SuperMiniCar,Georgia
665,1994-02-28,1994,Feb,0,111.27,0.38,75116,1793.0,4,32.26,-0.53,1.5,1428.0,Sports,Georgia
666,1994-03-31,1994,Mar,0,94.32,0.83,76019,2834.0,8,16.66,-0.94,2.0,5574.0,Sports,Illinois
667,1994-03-31,1994,Mar,0,94.32,0.76,32891,2834.0,8,16.66,-0.94,2.0,5634.0,MediumFamilyCar,Illinois
668,1994-03-31,1994,Mar,0,94.32,0.87,16989,2834.0,8,16.66,-0.94,2.0,5594.0,SuperMiniCar,Illinois
669,1994-03-31,1994,Mar,0,94.32,0.81,58702,2834.0,8,16.66,-0.94,2.0,5609.0,ExecutiveCar,Illinois
670,1994-03-31,1994,Mar,0,94.32,0.95,22234,2834.0,8,16.66,-0.94,2.0,5608.0,SmallFamilyCar,Illinois
671,1994-04-30,1994,Apr,0,107.31,1.0,22041,4354.0,5,36.26,0.54,3.0,1623.0,SmallFamilyCar,California
672,1994-04-30,1994,Apr,0,107.31,1.0,57494,4354.0,5,36.26,0.54,3.0,1665.0,ExecutiveCar,California
673,1994-04-30,1994,Apr,0,107.31,1.0,33756,4354.0,5,36.26,0.54,3.0,1592.0,MediumFamilyCar,California
674,1994-04-30,1994,Apr,0,107.31,1.0,15661,4354.0,5,36.26,0.54,3.0,1685.0,SuperMiniCar,California
675,1994-05-31,1994,May,0,106.78,0.92,71757,3116.0,7,30.55,-0.19,3.0,2527.0,Sports,Illinois
676,1994-05-31,1994,May,0,106.78,0.86,21828,3116.0,7,30.55,-0.19,3.0,2505.0,SmallFamilyCar,Illinois
677,1994-05-31,1994,May,0,106.78,0.82,19644,3116.0,7,30.55,-0.19,3.0,2536.0,SuperMiniCar,Illinois
678,1994-05-31,1994,May,0,106.78,0.96,54312,3116.0,7,30.55,-0.19,3.0,2524.0,ExecutiveCar,Illinois
679,1994-05-31,1994,May,0,106.78,0.85,34225,3116.0,7,30.55,-0.19,3.0,2455.0,MediumFamilyCar,Illinois
680,1994-06-30,1994,Jun,0,99.52,0.86,77574,2683.0,8,51.77,0.41,2.3,4688.0,Sports,New York
681,1994-06-30,1994,Jun,0,99.52,0.83,22108,2683.0,8,51.77,0.41,2.3,4620.0,SmallFamilyCar,New York
